,BALANCE,Cluster Number,,,,,
151,1523.911458,0,,,,,
152,49.206256,6,,,,,
153,13673.07961,5,,,,,
154,106.455975,6,,,,,
155,119.760904,6,,,,,
156,5837.105453,2,,,,,
157,1734.510004,0,,,,,
158,2765.748281,2,,,,,
159,1046.37041,7,,,,,
160,2737.367678,2,,,,,
161,4014.818167,1,,,,,
162,871.568977,7,,,,,
163,1610.040203,0,,,,,
164,114.593817,6,,,,,
165,5800.587339,4,,,,,
166,823.103926,7,,,,,
167,595.677343,3,,,,,
168,1128.124563,7,,,,,
169,349.441102,3,,,,,
170,840.804076,7,,,,,
171,975.942008,7,,,,,
172,23.111088,6,,,,,
173,2187.732265,4,,,,,
174,11972.01104,5,,,,,
175,1608.451822,0,,,,,
176,1872.926275,4,,,,,
177,2933.240476,2,,,,,
178,336.799916,3,,,,,
179,36.236312,6,,,,,
180,903.29781,7,,,,,
181,0,6,,,,,
182,2881.253586,2,,,,,
183,5.465999,6,,,,,
184,117.442684,6,,,,,
185,168.522709,6,,,,,
186,1706.014379,0,,,,,
187,874.583247,7,,,,,
188,861.001207,7,,,,,
189,966.251742,7,,,,,
190,38.615644,6,,,,,
191,189.687964,6,,,,,
192,40.417255,6,,,,,
193,5462.897068,5,,,,,
194,3983.923705,1,,,,,
195,5588.846272,2,,,,,
196,281.170378,3,,,,,
197,130.251538,6,,,,,
198,1973.814964,4,,,,,
199,5698.539876,2,,,,,
200,43.103899,6,,,,,
201,566.546048,3,,,,,
202,24.527253,6,,,,,
203,8350.145568,1,,,,,
204,4559.779234,1,,,,,
205,2.67713,6,,,,,
206,1570.682346,0,,,,,
207,7201.736985,4,,,,,
208,6467.885013,4,,,,,
209,64.080909,6,,,,,
210,5635.860679,1,,,,,
211,3670.50596,5,,,,,
212,2458.376257,2,,,,,
213,768.004936,7,,,,,
214,75.647479,6,,,,,
215,2.433254,6,,,,,
216,1121.730896,7,,,,,
217,7.56809,6,,,,,
218,2053.441598,4,,,,,
219,2422.311938,2,,,,,
220,9047.621884,0,,,,,
221,3061.213971,2,,,,,
222,41.642389,6,,,,,
223,5431.622968,5,,,,,
224,6571.484039,7,,,,,
225,28.461629,6,,,,,
226,4178.625215,1,,,,,
227,3019.019487,2,,,,,
228,1.045584,6,,,,,
229,2723.369217,2,,,,,
230,1070.999446,7,,,,,
231,279.608696,3,,,,,
232,1255.901821,0,,,,,
233,2229.857287,4,,,,,
234,2363.489077,4,,,,,
235,4014.388265,1,,,,,
236,7623.224897,5,,,,,
237,3421.571922,5,,,,,
238,48.898611,6,,,,,
239,1874.716289,4,,,,,
240,3215.511032,5,,,,,
241,237.235398,6,,,,,
242,1272.927288,0,,,,,
243,558.476701,3,,,,,
244,2814.207626,2,,,,,
245,8.061012,6,,,,,
246,435.862142,3,,,,,
247,6.390383,6,,,,,
248,9612.21512,0,,,,,
249,7938.559134,2,,,,,
250,2344.478291,4,,,,,
251,996.48222,7,,,,,
252,19.508047,6,,,,,
253,185.640313,6,,,,,
254,5335.302925,2,,,,,
255,22.189283,6,,,,,
256,5.871769,6,,,,,
257,1049.496471,7,,,,,
258,5570.190127,0,,,,,
259,1668.591831,0,,,,,
260,2224.590946,4,,,,,
261,2903.781184,2,,,,,
262,2041.480046,4,,,,,
263,7755.698607,4,,,,,
264,614.263149,3,,,,,
265,8097.334733,7,,,,,
266,1082.33027,7,,,,,
267,2734.66412,2,,,,,
268,80.708806,6,,,,,
269,2554.525229,2,,,,,
270,535.947221,3,,,,,
271,3905.365959,5,,,,,
272,156.278339,6,,,,,
273,5131.319584,3,,,,,
274,5265.763713,4,,,,,
275,2.564117,6,,,,,
276,1873.084577,4,,,,,
277,32.124999,6,,,,,
278,1473.495809,0,,,,,
279,1504.82705,0,,,,,
280,7645.108427,4,,,,,
281,1129.33758,7,,,,,
282,668.956687,3,,,,,
283,2302.184366,4,,,,,
284,272.711518,6,,,,,
285,4246.430225,1,,,,,
286,2420.761135,2,,,,,
287,2935.324966,2,,,,,
288,83.148283,6,,,,,
289,5469.851311,2,,,,,
290,280.142117,3,,,,,
291,5790.930626,2,,,,,
292,3605.714046,5,,,,,
293,3992.261885,1,,,,,
294,41.833264,6,,,,,
295,635.090434,3,,,,,
296,1521.1681,0,,,,,
297,5547.092593,5,,,,,
298,2503.107213,2,,,,,
299,191.450711,6,,,,,
300,3621.70204,5,,,,,
301,2762.479434,2,,,,,
302,4338.606862,1,,,,,
303,388.873921,3,,,,,
304,9261.310686,2,,,,,
305,208.131845,6,,,,,
306,169.088238,6,,,,,
307,133.911556,6,,,,,
308,1613.34907,0,,,,,
309,566.908563,3,,,,,
310,53.208422,6,,,,,
311,1329.967543,0,,,,,
312,515.904786,3,,,,,
313,927.041961,7,,,,,
314,1872.767651,4,,,,,
315,185.396312,6,,,,,
316,4823.822993,1,,,,,
317,994.105777,7,,,,,
318,40.089221,6,,,,,
319,0.478714,6,,,,,
320,4732.37354,1,,,,,
321,9206.811696,2,,,,,
322,6719.376505,2,,,,,
323,2233.074041,4,,,,,
324,1867.649838,4,,,,,
325,57.842746,6,,,,,
326,4194.033835,1,,,,,
327,2459.862339,2,,,,,
328,850.630114,7,,,,,
329,353.198215,3,,,,,
330,2669.160638,2,,,,,
331,92.440743,6,,,,,
332,706.675991,3,,,,,
333,361.319366,3,,,,,
334,2324.086254,4,,,,,
335,2922.487907,2,,,,,
336,98.364739,6,,,,,
337,498.208616,3,,,,,
338,16.93339,6,,,,,
339,3355.631092,5,,,,,
340,907.982017,7,,,,,
341,1132.386178,7,,,,,
342,1254.6691,0,,,,,
343,80.336636,6,,,,,
344,260.838885,6,,,,,
345,17.356961,6,,,,,
346,1897.672025,4,,,,,
347,1032.241153,7,,,,,
348,3536.601227,5,,,,,
349,21.580264,6,,,,,
350,4211.539631,1,,,,,
351,1732.715258,0,,,,,
352,8939.461145,2,,,,,
353,36.567901,6,,,,,
354,41.754778,6,,,,,
355,1937.246177,4,,,,,
356,99.955082,6,,,,,
357,5135.604593,7,,,,,
358,214.896542,6,,,,,
359,1543.287931,0,,,,,
360,601.92037,3,,,,,
361,1261.05733,0,,,,,
362,85.285023,6,,,,,
363,1903.688611,4,,,,,
364,813.068705,7,,,,,
365,1279.325142,0,,,,,
366,237.669312,6,,,,,
367,5747.761139,4,,,,,
368,7760.940543,4,,,,,
369,6388.108487,5,,,,,
370,426.372628,3,,,,,
371,8806.866629,4,,,,,
372,282.934373,3,,,,,
373,1128.229387,7,,,,,
374,2045.541408,4,,,,,
375,8.520292,6,,,,,
376,11278.95243,4,,,,,
377,143.443832,6,,,,,
378,241.223955,6,,,,,
379,1528.571561,0,,,,,
380,12474.72954,1,,,,,
381,566.147105,3,,,,,
382,1077.606225,7,,,,,
383,1.838084,6,,,,,
384,507.144348,3,,,,,
385,816.82453,7,,,,,
386,1526.506915,0,,,,,
387,7957.017218,1,,,,,
388,79.189929,6,,,,,
389,497.908027,3,,,,,
390,681.95925,3,,,,,
391,1535.248256,0,,,,,
392,1508.513765,0,,,,,
393,11209.37076,5,,,,,
394,201.3504,6,,,,,
395,2502.264409,2,,,,,
396,4543.789386,1,,,,,
397,918.342234,7,,,,,
398,5066.744231,1,,,,,
399,2259.431829,4,,,,,
400,437.789873,3,,,,,
401,2025.162877,4,,,,,
402,3770.560441,5,,,,,
403,140.730723,6,,,,,
404,5523.999416,5,,,,,
405,3298.692478,5,,,,,
406,150.699542,6,,,,,
407,1874.843394,4,,,,,
408,3024.629054,2,,,,,
409,154.641707,6,,,,,
410,1322.057239,0,,,,,
411,62.287137,6,,,,,
412,16.581535,6,,,,,
413,4664.023286,1,,,,,
414,318.03434,3,,,,,
415,681.615445,3,,,,,
416,9335.31417,0,,,,,
417,6404.955912,0,,,,,
418,133.405494,6,,,,,
419,1403.597712,0,,,,,
420,469.878834,3,,,,,
421,1452.437463,0,,,,,
422,3737.175713,5,,,,,
423,6032.740391,3,,,,,
424,1692.755487,0,,,,,
425,3534.253718,5,,,,,
426,654.574445,3,,,,,
427,1648.721384,0,,,,,
428,6822.877573,1,,,,,
429,8647.057641,5,,,,,
430,5055.582822,5,,,,,
431,4245.550244,1,,,,,
432,541.915572,3,,,,,
433,4855.340797,1,,,,,
434,981.643409,7,,,,,
435,7057.658848,4,,,,,
436,4264.307261,1,,,,,
437,4503.390811,1,,,,,
438,969.294446,7,,,,,
439,4479.115547,1,,,,,
440,37.753941,6,,,,,
441,7386.704481,5,,,,,
442,1265.805627,0,,,,,
443,598.78776,3,,,,,
444,3143.928913,5,,,,,
445,5580.530306,4,,,,,
446,576.635957,3,,,,,
447,51.818382,6,,,,,
448,1036.595935,7,,,,,
449,21.12921,6,,,,,
450,1534.969344,0,,,,,
451,4994.04832,1,,,,,
452,4700.106602,1,,,,,
453,9601.071318,1,,,,,
454,1207.888199,7,,,,,
455,87.442862,6,,,,,
456,123.394089,6,,,,,
457,395.052994,3,,,,,
458,1715.459275,0,,,,,
459,1492.039988,0,,,,,
460,636.669685,3,,,,,
461,223.772475,6,,,,,
462,1122.603377,7,,,,,
463,805.131074,7,,,,,
464,869.001444,7,,,,,
465,4458.055159,1,,,,,
466,2070.069187,4,,,,,
467,52.229659,6,,,,,
468,6426.639738,0,,,,,
469,206.596865,6,,,,,
470,5810.748774,2,,,,,
471,3872.605467,5,,,,,
472,2597.400267,2,,,,,
473,1481.43247,0,,,,,
474,1135.53683,7,,,,,
475,3430.981532,5,,,,,
476,4102.599015,1,,,,,
477,150.952465,6,,,,,
478,3170.537693,5,,,,,
479,911.281862,7,,,,,
480,45.753138,6,,,,,
481,456.648662,3,,,,,
482,198.035504,6,,,,,
483,473.840442,3,,,,,
484,285.813075,3,,,,,
485,204.329381,6,,,,,
486,3690.177649,5,,,,,
487,327.445978,3,,,,,
488,6856.045926,2,,,,,
489,155.644239,6,,,,,
490,4263.008734,1,,,,,
491,10249.71178,2,,,,,
492,813.185305,7,,,,,
493,911.893997,7,,,,,
494,3563.23692,5,,,,,
495,12478.17286,0,,,,,
496,2061.27937,4,,,,,
497,1556.376158,0,,,,,
498,126.207012,6,,,,,
499,2516.753364,2,,,,,
500,1199.942209,7,,,,,
501,13479.28821,7,,,,,
502,80.062693,6,,,,,
503,839.897907,7,,,,,
504,128.175207,6,,,,,
505,47.6368,6,,,,,
506,1529.206464,0,,,,,
507,2643.343414,2,,,,,
508,2924.757622,2,,,,,
509,5036.870531,1,,,,,
510,32.042424,6,,,,,
511,2549.128288,2,,,,,
512,3718.606699,5,,,,,
513,4914.325665,1,,,,,
514,1191.584153,7,,,,,
515,98.420888,6,,,,,
516,1534.891604,0,,,,,
517,675.117139,3,,,,,
518,43.42718,6,,,,,
519,1874.601636,4,,,,,
520,15258.2259,0,,,,,
521,4497.213951,1,,,,,
522,986.149218,7,,,,,
523,257.997181,6,,,,,
524,4507.733288,1,,,,,
525,1117.635883,7,,,,,
526,5083.397311,2,,,,,
527,3649.559565,5,,,,,
528,77.45581,6,,,,,
529,1362.418281,0,,,,,
530,189.12074,6,,,,,
531,2374.663583,4,,,,,
532,1112.070216,7,,,,,
533,2569.379868,2,,,,,
534,2883.906333,2,,,,,
535,71.046063,6,,,,,
536,3366.051663,5,,,,,
537,7190.047748,5,,,,,
538,68.039722,6,,,,,
539,5066.461251,2,,,,,
540,2454.610005,2,,,,,
541,64.329876,6,,,,,
542,1284.63314,0,,,,,
543,76.93561,6,,,,,
544,950.563525,7,,,,,
545,5178.179489,5,,,,,
546,531.455619,3,,,,,
547,263.6992,6,,,,,
548,492.070146,3,,,,,
549,1034.660626,7,,,,,
550,11547.52001,4,,,,,
551,8997.488544,5,,,,,
552,9149.4096,4,,,,,
553,1296.922119,0,,,,,
554,1758.979585,0,,,,,
555,194.493602,6,,,,,
556,3294.37955,5,,,,,
557,5404.202992,5,,,,,
558,5484.800476,2,,,,,
559,181.463092,6,,,,,
560,1311.732049,0,,,,,
561,542.218074,3,,,,,
562,1029.101022,7,,,,,
563,1202.975648,7,,,,,
564,1095.379426,7,,,,,
565,4546.766836,1,,,,,
566,28.934197,6,,,,,
567,3457.086184,5,,,,,
568,23.290641,6,,,,,
569,9559.783145,2,,,,,
570,2154.175363,4,,,,,
571,2627.184835,2,,,,,
572,2689.586312,2,,,,,
573,11.890862,6,,,,,
574,3452.538704,5,,,,,
575,1068.031748,7,,,,,
576,7295.920263,1,,,,,
577,7975.19143,5,,,,,
578,1866.608592,4,,,,,
579,259.467265,6,,,,,
580,1298.191599,0,,,,,
581,313.387813,3,,,,,
582,7088.358802,5,,,,,
583,4458.045588,1,,,,,
584,2690.771926,2,,,,,
585,15244.74865,2,,,,,
586,0.327199,6,,,,,
587,2492.726282,2,,,,,
588,47.424621,6,,,,,
589,4114.723127,1,,,,,
590,2450.031338,2,,,,,
591,8781.831676,6,,,,,
592,1642.024936,0,,,,,
593,2739.836747,2,,,,,
594,1946.447038,4,,,,,
595,9.962695,6,,,,,
596,394.269079,3,,,,,
597,5935.917803,1,,,,,
598,266.588825,6,,,,,
599,917.732846,7,,,,,
600,3183.529482,5,,,,,
601,2071.736764,4,,,,,
602,6980.581442,5,,,,,
603,724.261595,3,,,,,
604,2469.665655,2,,,,,
605,202.190447,6,,,,,
606,6787.661776,5,,,,,
607,107.298227,6,,,,,
608,3946.876897,1,,,,,
609,1246.393805,0,,,,,
610,7155.328723,2,,,,,
611,2147.939753,4,,,,,
612,32.612745,6,,,,,
613,5380.796813,5,,,,,
614,3419.661676,5,,,,,
615,8900.194109,2,,,,,
616,837.950585,7,,,,,
617,2113.098241,4,,,,,
618,16.371699,6,,,,,
619,3774.063585,5,,,,,
620,1088.031913,7,,,,,
621,2.175751,6,,,,,
622,5248.392421,1,,,,,
623,9.581344,6,,,,,
624,3123.339488,5,,,,,
625,1670.928797,0,,,,,
626,537.389322,3,,,,,
627,1803.955439,4,,,,,
628,2394.126386,2,,,,,
629,544.879717,3,,,,,
630,288.474257,3,,,,,
631,1434.097191,0,,,,,
632,79.554406,6,,,,,
633,2134.513436,4,,,,,
634,4925.502001,1,,,,,
635,62.32157,6,,,,,
636,1062.752143,7,,,,,
637,5347.377116,2,,,,,
638,8.555864,6,,,,,
639,164.649775,6,,,,,
640,299.765294,3,,,,,
641,3725.636832,5,,,,,
642,306.877248,3,,,,,
643,14411.95798,7,,,,,
644,1759.969888,0,,,,,
645,1482.235539,0,,,,,
646,6014.806806,1,,,,,
647,5619.157028,1,,,,,
648,365.12275,3,,,,,
649,1728.079372,0,,,,,
650,1043.249828,7,,,,,
651,2571.925816,2,,,,,
652,7760.5254,3,,,,,
653,61.644247,6,,,,,
654,0,6,,,,,
655,1724.2041,0,,,,,
656,558.989996,3,,,,,
657,15.728894,6,,,,,
658,3808.073463,5,,,,,
659,28.394518,6,,,,,
660,2515.968879,2,,,,,
661,408.069031,3,,,,,
662,975.165854,7,,,,,
663,879.190921,7,,,,,
664,2331.38017,4,,,,,
665,27.20711,6,,,,,
666,1418.254924,0,,,,,
667,1.979916,6,,,,,
668,331.586253,3,,,,,
669,10359.45471,5,,,,,
670,2144.477682,4,,,,,
671,2927.082849,2,,,,,
672,654.747715,3,,,,,
673,1162.770552,7,,,,,
674,4094.433899,1,,,,,
675,278.142977,3,,,,,
676,5941.847384,5,,,,,
677,983.339069,7,,,,,
678,820.05973,7,,,,,
679,7025.757291,4,,,,,
680,1.411754,6,,,,,
681,5656.069801,4,,,,,
682,2705.591995,2,,,,,
683,235.294264,6,,,,,
684,3472.806962,5,,,,,
685,2892.138807,2,,,,,
686,145.973232,6,,,,,
687,1943.792266,4,,,,,
688,2119.537904,4,,,,,
689,233.395491,6,,,,,
690,318.186198,3,,,,,
691,448.190189,3,,,,,
692,908.354652,7,,,,,
693,546.844163,3,,,,,
694,763.327047,7,,,,,
695,1495.801569,0,,,,,
696,7006.751866,5,,,,,
697,4414.952906,1,,,,,
698,255.052529,6,,,,,
699,1167.045536,7,,,,,
700,3063.017462,2,,,,,
701,1546.216153,0,,,,,
702,999.392635,7,,,,,
703,3386.99251,5,,,,,
704,963.572006,7,,,,,
705,454.580913,3,,,,,
706,2572.508325,2,,,,,
707,2596.59993,2,,,,,
708,13763.47358,2,,,,,
709,1861.026633,4,,,,,
710,5422.456378,0,,,,,
711,838.616485,7,,,,,
712,446.735142,3,,,,,
713,88.823762,6,,,,,
714,821.916526,7,,,,,
715,3714.539663,5,,,,,
716,7811.234174,2,,,,,
717,1024.761905,7,,,,,
718,2386.932058,4,,,,,
719,15.492415,6,,,,,
720,2643.876192,2,,,,,
721,4881.822347,1,,,,,
722,1855.212121,4,,,,,
723,13774.74154,1,,,,,
724,251.151609,6,,,,,
725,1355.180523,0,,,,,
726,6713.551391,5,,,,,
727,2398.26262,2,,,,,
728,1433.857464,0,,,,,
729,142.406825,6,,,,,
730,660.397749,3,,,,,
731,4834.586867,1,,,,,
732,2571.284657,2,,,,,
733,492.916599,3,,,,,
734,2752.146656,2,,,,,
735,7715.659048,4,,,,,
736,0.25571,6,,,,,
737,95.865855,6,,,,,
738,1439.343061,0,,,,,
739,5603.045332,1,,,,,
740,1.691842,6,,,,,
741,83.279345,6,,,,,
742,1157.168369,7,,,,,
743,1560.533094,0,,,,,
744,1575.508838,0,,,,,
745,1544.979869,0,,,,,
746,1350.286625,0,,,,,
747,1261.488342,0,,,,,
748,1274.851959,0,,,,,
749,1646.715644,0,,,,,
750,3121.267822,5,,,,,
751,3406.473855,5,,,,,
752,4006.206157,1,,,,,
753,915.424422,7,,,,,
754,4193.283047,1,,,,,
755,10397.09989,5,,,,,
756,2830.364475,2,,,,,
757,5499.895765,2,,,,,
758,815.427615,7,,,,,
759,756.041971,7,,,,,
760,5271.415483,1,,,,,
761,23.276656,6,,,,,
762,5639.464394,5,,,,,
763,5308.90635,5,,,,,
764,62.209376,6,,,,,
765,2052.32561,4,,,,,
766,56.720267,6,,,,,
767,1121.068043,7,,,,,
768,9470.18498,2,,,,,
769,2388.503738,4,,,,,
770,1955.179305,4,,,,,
771,432.915949,3,,,,,
772,2027.896903,4,,,,,
773,1252.58309,0,,,,,
774,1822.43199,4,,,,,
775,1557.750089,0,,,,,
776,3879.064446,5,,,,,
777,708.509086,3,,,,,
778,2748.60877,2,,,,,
779,4343.537475,1,,,,,
780,8646.143734,2,,,,,
781,90.445498,6,,,,,
782,9164.724752,5,,,,,
783,298.592251,3,,,,,
784,88.242406,6,,,,,
785,14.731998,6,,,,,
786,5211.229218,2,,,,,
787,835.007085,7,,,,,
788,2302.479845,4,,,,,
789,1782.997768,4,,,,,
790,2435.823938,2,,,,,
791,10.096031,6,,,,,
792,1524.409377,0,,,,,
793,1819.529197,4,,,,,
794,4.607593,6,,,,,
795,644.530629,3,,,,,
796,147.180819,6,,,,,
797,197.555397,6,,,,,
798,1716.622291,0,,,,,
799,26.680023,6,,,,,
800,5359.980872,2,,,,,
801,772.54691,7,,,,,
802,83.477053,6,,,,,
803,2654.816967,2,,,,,
804,81.762162,6,,,,,
805,1373.277423,0,,,,,
806,1773.445786,4,,,,,
807,227.07351,6,,,,,
808,155.924331,6,,,,,
809,4767.644535,1,,,,,
810,2574.852985,2,,,,,
811,3405.005439,5,,,,,
812,3517.561446,5,,,,,
813,1748.546186,0,,,,,
814,4.503251,6,,,,,
815,2717.915641,2,,,,,
816,1841.359829,4,,,,,
817,1399.729932,0,,,,,
818,674.817091,3,,,,,
819,2406.569238,2,,,,,
820,285.308422,3,,,,,
821,1011.110679,7,,,,,
822,1358.890643,0,,,,,
823,1392.773202,0,,,,,
824,487.584965,3,,,,,
825,1892.439622,4,,,,,
826,3957.419199,1,,,,,
827,920.968431,7,,,,,
828,227.781773,6,,,,,
829,4270.148411,1,,,,,
830,4115.739163,1,,,,,
831,1375.845223,0,,,,,
832,1300.593766,0,,,,,
833,1437.895562,0,,,,,
834,1304.357015,0,,,,,
835,1372.725482,0,,,,,
836,938.177781,7,,,,,
837,129.3741,6,,,,,
838,161.198861,6,,,,,
839,825.977042,7,,,,,
840,230.359954,6,,,,,
841,3616.993845,5,,,,,
842,8220.740014,6,,,,,
843,4438.521324,1,,,,,
844,2210.404961,4,,,,,
845,2315.003636,4,,,,,
846,1255.779743,0,,,,,
847,62.596086,6,,,,,
848,5280.649637,2,,,,,
849,170.907823,6,,,,,
850,1271.212003,0,,,,,
851,11083.32542,1,,,,,
852,992.599867,7,,,,,
853,10131.00055,4,,,,,
854,4419.30294,1,,,,,
855,2173.621597,4,,,,,
856,9901.685569,5,,,,,
857,2320.309453,4,,,,,
858,910.072514,7,,,,,
859,1374.460976,0,,,,,
860,0,6,,,,,
861,268.493643,6,,,,,
862,1827.200326,4,,,,,
863,1029.66874,7,,,,,
864,993.533549,7,,,,,
865,3150.679884,5,,,,,
866,11654.55492,2,,,,,
867,1254.970145,0,,,,,
868,2174.018945,4,,,,,
869,1076.029456,7,,,,,
870,1444.365154,0,,,,,
871,2767.545277,2,,,,,
872,1382.310939,0,,,,,
873,716.017731,3,,,,,
874,1890.397414,4,,,,,
875,1948.434315,4,,,,,
876,44.910575,6,,,,,
877,802.274379,7,,,,,
878,6059.861762,2,,,,,
879,847.013195,7,,,,,
880,1843.308668,4,,,,,
881,21.681508,6,,,,,
882,3558.685862,5,,,,,
883,14581.45914,5,,,,,
884,902.099225,7,,,,,
885,1081.065726,7,,,,,
886,9255.143419,2,,,,,
887,228.909884,6,,,,,
888,1486.051056,0,,,,,
889,337.317432,3,,,,,
890,2643.39225,2,,,,,
891,4007.029155,1,,,,,
892,128.375213,6,,,,,
893,2903.779416,2,,,,,
894,233.694622,6,,,,,
895,150.52492,6,,,,,
896,3066.86081,2,,,,,
897,11.35774,6,,,,,
898,6366.085376,2,,,,,
899,53.339006,6,,,,,
900,1917.203534,4,,,,,
901,361.588846,3,,,,,
902,5878.663267,2,,,,,
903,7143.680599,5,,,,,
904,559.944819,3,,,,,
905,79.625341,6,,,,,
906,1701.20332,0,,,,,
907,993.662006,7,,,,,
908,939.152528,7,,,,,
909,7427.807223,2,,,,,
910,2746.923673,2,,,,,
911,24.820164,6,,,,,
912,31.702357,6,,,,,
913,1023.323593,7,,,,,
914,2.957267,6,,,,,
915,1068.434064,7,,,,,
916,6725.109914,0,,,,,
917,515.135703,3,,,,,
918,0.867528,6,,,,,
919,542.051302,3,,,,,
920,39.798993,6,,,,,
921,1894.11023,4,,,,,
922,5980.58247,2,,,,,
923,176.721561,6,,,,,
924,4223.832142,1,,,,,
925,55.741802,6,,,,,
926,179.290727,6,,,,,
927,634.825209,3,,,,,
928,6002.618198,4,,,,,
929,1104.960744,7,,,,,
930,851.278168,7,,,,,
931,914.222213,7,,,,,
932,3122.171879,5,,,,,
933,645.528692,3,,,,,
934,1803.898764,4,,,,,
935,330.273411,3,,,,,
936,1168.040482,7,,,,,
937,4593.577983,1,,,,,
938,391.179957,3,,,,,
939,12358.32132,4,,,,,
940,95.645669,6,,,,,
941,2072.457624,4,,,,,
942,3215.307061,5,,,,,
943,2437.750644,2,,,,,
944,460.432607,3,,,,,
